SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,6301 Longcroft Dr,Oakland,CA,94611,978000,4,3.0,Piedmont Pines,2203,7398,1956,58,444,,Active,,,http://www.redfin.com/CA/Oakland/6301-Longcroft-Dr-94611/home/615528,Bridge MLS,40844848,N,Y,37.8218495,-122.194271
MLS Listing,,Townhouse,6311 Rocky Point Ct,Oakland,CA,94605-3133,849000,4,2.5,Alameda County,2415,2415,2012,58,352,263,Active,December-30-2018 12:00 PM,December-30-2018 03:00 PM,http://www.redfin.com/CA/Oakland/6311-Rocky-Point-Ct-94605/home/22677382,Bridge MLS,40844824,N,Y,37.7776461,-122.1622093
MLS Listing,,Single Family Residential,21 Murdock Ct,Oakland,CA,94605,649900,3,2.0,Millsmont Area,1455,8385,1926,58,447,,Active,,,http://www.redfin.com/CA/Oakland/21-Murdock-Ct-94605/home/1727872,Bridge MLS,40844790,N,Y,37.7756412,-122.1843387
MLS Listing,,Single Family Residential,1744 Seminary Ave,Oakland,CA,94621,365000,2,1.0,Oakland,918,2850,1923,59,398,,Active,,,http://www.redfin.com/CA/Oakland/1744-Seminary-Ave-94621/home/569875,Bridge MLS,40844760,N,Y,37.7670538,-122.1964879
MLS Listing,,Single Family Residential,136 Farrelly Dr,San Leandro,CA,94577,649000,3,1.5,Farrelly Pond,1473,5800,1940,59,441,,Active,,,http://www.redfin.com/CA/San-Leandro/136-Farrelly-Dr-94577/home/1973337,Bridge MLS,40844742,N,Y,37.7352659,-122.16456
MLS Listing,,Single Family Residential,1085 66Th St,Oakland,CA,94608,648000,2,2.0,Emeryville Bordr,744,3300,1908,59,871,,Active,,,http://www.redfin.com/CA/Oakland/1085-66th-St-94608/home/1362223,Bridge MLS,40844738,N,Y,37.8489138,-122.2843735
MLS Listing,,Vacant Land,0 Skyline Blvd,Oakland,CA,94611,300000,,,Oakland,,8692,,59,,,Active,,,http://www.redfin.com/CA/Piedmont/Skyline-Blvd-94611/home/22679169,Bridge MLS,40844727,N,Y,37.823973,-122.187307
MLS Listing,,Vacant Land,Delmont,Oakland,CA,94605,180000,,,Chimes Terrace,,4668,,59,,,Active,,,http://www.redfin.com/CA/Oakland/Delmont-Ave-94605/home/22726740,Bridge MLS,40844715,N,Y,37.777361,-122.175877
MLS Listing,,Single Family Residential,1351 92Nd Ave,Oakland,CA,94603,395000,2,1.0,Elmhurst,1006,5500,1920,59,393,,Active,,,http://www.redfin.com/CA/Oakland/1351-92nd-Ave-94603/home/1458734,Bridge MLS,40844691,N,Y,37.7483363,-122.1744256
MLS Listing,,Condo/Co-op,320 Caldecott Ln #310,Oakland,CA,94618,630000,2,2.0,Parkwoods,1239,,1998,59,508,551,Active,,,http://www.redfin.com/CA/Oakland/320-Caldecott-Ln-94618/unit-310/home/1278586,Bridge MLS,40844665,N,Y,37.855316,-122.2208358
MLS Listing,,Single Family Residential,2573 Truman Ave,Oakland,CA,94605,550000,2,1.5,Alameda County,905,3285,1930,59,608,,Active,,,http://www.redfin.com/CA/Oakland/2573-Truman-Ave-94605/home/1458962,Bridge MLS,40844660,N,Y,37.7461238,-122.154137
MLS Listing,,Single Family Residential,2726 60Th Ave,Oakland,CA,94605,639000,3,2.0,Seminary,1878,4400,1922,59,340,,Active,,,http://www.redfin.com/CA/Oakland/2726-60th-Ave-94605/home/1363222,Bridge MLS,40844612,N,Y,37.7720382,-122.1878417
MLS Listing,,Condo/Co-op,200 2ND St #105,Oakland,CA,94607,549000,1,1.0,Jack London,589,19985,2006,59,932,377,Active,,,http://www.redfin.com/CA/Oakland/200-2nd-St-94607/unit-105/home/12118297,Bridge MLS,40844605,N,Y,37.7941175,-122.2706923
MLS Listing,,Vacant Land,6609 Simson St,Oakland,CA,94605,199999,,,Oakland,,12903,,60,,,Active,,,http://www.redfin.com/CA/Oakland/6609-Simson-St-94605/home/22805259,Bridge MLS,40844589,N,Y,37.7750243,-122.1735526
MLS Listing,,Single Family Residential,7207 LOCKWOOD St,Oakland,CA,94621,499999,2,2.0,East Oakland,816,4880,1907,60,613,,Active,January-5-2019 01:00 PM,January-5-2019 04:00 PM,http://www.redfin.com/CA/Oakland/7207-Lockwood-St-94621/home/572302,Bridge MLS,40844585,N,Y,37.7635705,-122.1818554
MLS Listing,,Single Family Residential,5546 E 16Th St,Oakland,CA,94621,625000,3,2.0,Melrose,1198,3100,1914,60,522,,Active,,,http://www.redfin.com/CA/Oakland/5546-E-16th-St-94621/home/1888900,Bridge MLS,40844570,N,Y,37.7681471,-122.2005217
MLS Listing,,Multi-Family (2-4 Unit),667 35th St,Oakland,CA,94609-2908,1150000,8,4.5,Oakland,2824,6000,1898,60,407,,Active,,,http://www.redfin.com/CA/Oakland/667-35th-St-94609/home/1871005,Bridge MLS,40844534,N,Y,37.8242271,-122.2706518
MLS Listing,,Single Family Residential,1250 Haskell St,Berkeley,CA,94702,750000,2,1.0,Berkeley,811,3500,1923,60,925,,Active,,,http://www.redfin.com/CA/Berkeley/1250-Haskell-St-94702/home/1163300,Bridge MLS,40844490,N,Y,37.8508293,-122.283709
MLS Listing,,Multi-Family (2-4 Unit),8920 International Blvd,Oakland,CA,94621,449000,4,2.0,Oakland,1920,4000,1900,61,234,,Active,,,http://www.redfin.com/CA/Oakland/8920-International-Blvd-94621/home/147918263,Bridge MLS,40844364,N,Y,37.7499785,-122.1743167
MLS Listing,,Multi-Family (2-4 Unit),3341 72Nd Ave,Oakland,CA,94605,499000,2,2.0,Oakland,1416,6191,1939,62,352,,Active,,,http://www.redfin.com/CA/Oakland/3341-72nd-Ave-94605/home/1533058,Bridge MLS,40844275,N,Y,37.7703769,-122.1723655
MLS Listing,,Vacant Land,0 Sayre Dr,Oakland,CA,94611,249000,,,Oakland,,9469,,62,,,Active,,,http://www.redfin.com/CA/Oakland/Sayre-Dr-94611/home/22690234,Bridge MLS,40844254,N,Y,37.835319,-122.193722
MLS Listing,,Multi-Family (2-4 Unit),10605 Royal Ann St,Oakland,CA,94603,569000,,,Oakland,1346,5030,1943,62,423,,Active,,,http://www.redfin.com/CA/Oakland/10605-Royal-Ann-St-94603/home/1197038,Bridge MLS,40844238,N,Y,37.736527,-122.1703144
MLS Listing,,Single Family Residential,840 7Th Ave,Oakland,CA,94606,779000,3,2.0,Oakland,1807,2250,1910,63,431,,Active,,,http://www.redfin.com/CA/Oakland/840-7th-Ave-94606/home/536280,Bridge MLS,40844217,N,Y,37.7918646,-122.2551722
MLS Listing,,Multi-Family (2-4 Unit),973 26Th St,Oakland,CA,94607,750000,6,4.0,West Oak,2000,4280,1985,64,375,,Active,,,http://www.redfin.com/CA/Oakland/973-26th-St-94607/home/1890612,Bridge MLS,40844181,N,Y,37.8177004,-122.2791901
MLS Listing,,Single Family Residential,338 Burlwood Ave,Oakland,CA,94603,579000,5,2.0,Brookfield,1660,4056,1942,64,349,,Active,,,http://www.redfin.com/CA/Oakland/338-Burlwood-Ave-94603/home/591417,Bridge MLS,40844159,N,Y,37.7339315,-122.1874426
MLS Listing,,Condo/Co-op,172 6th St Unit A,Oakland,CA,94607,629000,1,1.0,Downtown,563,,2018,65,1117,,Active,,,http://www.redfin.com/CA/Oakland/172-6th-St-94607/unit-A/home/147862701,Bridge MLS,40844082,N,Y,37.7962438,-122.2680093
MLS Listing,,Condo/Co-op,172 6th St Unit B,Oakland,CA,94607,798000,2,2.5,Downtown,1361,,2018,65,586,,Active,,,http://www.redfin.com/CA/Oakland/172-6th-St-94607/unit-B/home/147862441,Bridge MLS,40844070,N,Y,37.7962438,-122.2680093
MLS Listing,,Condo/Co-op,172 6th St Unit C,Oakland,CA,94607,798000,2,2.5,Downtown,1380,,2018,65,578,,Active,,,http://www.redfin.com/CA/Oakland/172-6th-St-94607/unit-C/home/147862128,Bridge MLS,40844063,N,Y,37.7962438,-122.2680093
MLS Listing,,Single Family Residential,3000 56th,Oakland,CA,94605,819000,4,2.0,Mills Gardens,2302,2302,1925,65,356,,Active,,,http://www.redfin.com/CA/Oakland/3000-56th-Ave-94605/home/568107,Bridge MLS,40844060,N,Y,37.7765469,-122.1884625
MLS Listing,,Single Family Residential,163 Perry Pl,Oakland,CA,94610,1149000,4,2.0,Adams Point,2831,4000,1928,65,406,,Active,December-30-2018 02:00 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/Oakland/163-Perry-Pl-94610/home/912408,Bridge MLS,40844037,N,Y,37.818272,-122.2538961
MLS Listing,,Multi-Family (2-4 Unit),822 60th St,Oakland,CA,94608,1250000,5,3.0,Oakland,2634,5400,1910,66,475,,Active,,,http://www.redfin.com/CA/Oakland/822-60th-St-94608/home/1855350,Bridge MLS,40843918,N,Y,37.8452248,-122.271614
MLS Listing,,Single Family Residential,6334 Camden St,Oakland,CA,94605,649950,3,2.0,Camden,1395,4800,1923,66,466,,Active,,,http://www.redfin.com/CA/Oakland/6334-Camden-St-94605/home/563658,Bridge MLS,40843916,N,Y,37.7726422,-122.1819441
MLS Listing,,Single Family Residential,9430 Bancroft Ave,Oakland,CA,94603,429000,3,1.0,Oakland,935,4485,1956,66,459,,Active,,,http://www.redfin.com/CA/Oakland/9430-Bancroft-Ave-94603/home/1547388,Bridge MLS,40843915,N,Y,37.7508074,-122.1631407
MLS Listing,,Multi-Family (2-4 Unit),1854 Church St,Oakland,CA,94621,800000,5,2.0,Oakland,3100,4130,1920,66,258,,Active,,,http://www.redfin.com/CA/Oakland/1854-Church-St-94621/home/147843186,Bridge MLS,40843904,N,Y,37.7640578,-122.1856919
MLS Listing,,Multi-Family (2-4 Unit),3411 Adeline St,Berkeley,CA,94703,1200000,6,4.0,Berkeley,3696,6203,1940,66,325,,Active,,,http://www.redfin.com/CA/Berkeley/3411-Adeline-St-94703/home/647584,Bridge MLS,40843858,N,Y,37.846421,-122.272032
MLS Listing,,Vacant Land,2311 SAN PABLO Ave,Oakland,CA,94612-1136,1600000,,,Oakland,,8000,,66,,,Active,,,http://www.redfin.com/CA/Oakland/2311-San-Pablo-Ave-94612/home/49876931,Bridge MLS,40843850,N,Y,37.813613,-122.2746363
MLS Listing,,Condo/Co-op,330 Park View Ter #103,OAKLAND,CA,94610,699000,2,2.0,OAKLAND,1185,20000,1985,66,590,483,Active,December-30-2018 01:00 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/Oakland/330-Park-View-Ter-94610/unit-103/home/526225,MLSListings,ML81728942,N,Y,37.8102652,-122.2588157
MLS Listing,,Single Family Residential,7305 Hillmont Dr,Oakland,CA,94605,799950,3,2.0,Eastmont Hills,1550,4440,1952,66,516,,Active,December-30-2018 01:30 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/Oakland/7305-Hillmont-Dr-94605/home/1995349,Bridge MLS,40843829,N,Y,37.7720135,-122.1689506
MLS Listing,,Townhouse,1520 Adeline St,Oakland,CA,94607,629000,3,2.5,Oakland West,1300,1442,1996,67,484,145,Active,,,http://www.redfin.com/CA/Oakland/1520-Adeline-St-94607/home/525244,Bridge MLS,40843706,N,Y,37.8106364,-122.285481
MLS Listing,,Vacant Land,0 Playa dominicalito,Outside Area (Outside Ca),CA,,12000000,,,Outside Area (Outside Ca),,7644780,,68,,,Active,,,http://www.redfin.com/CA/Outside-Area-Outside-Ca/0-Playa-dominicalito-Unknown/home/147801918,CRISNet,SR18248030,N,Y,37.8044018,-122.27067
MLS Listing,,Single Family Residential,2000 24th Ave,Oakland,CA,94601,950000,5,1.5,Foothill,2592,3990,1922,69,367,,Active,December-30-2018 02:00 PM,December-30-2018 04:00 PM,http://www.redfin.com/CA/Oakland/2000-24th-Ave-94601/home/533181,Bridge MLS,40843507,N,Y,37.7866616,-122.2300906
MLS Listing,,Single Family Residential,908 Everett Ave,Oakland,CA,94602,1200000,4,2.0,Glenview,2107,6286,1953,72,570,,Active,,,http://www.redfin.com/CA/Oakland/908-Everett-Ave-94602/home/1891399,Bridge MLS,40843281,N,Y,37.8096733,-122.2228213
MLS Listing,,Multi-Family (2-4 Unit),4226 Oakmore Rd,Oakland,CA,94602,1375000,4,3.0,Oakland,3698,3698,1938,72,372,,Active,,,http://www.redfin.com/CA/Oakland/4226-Oakmore-Rd-94602/home/1398716,Bridge MLS,40843277,N,Y,37.8109424,-122.2123153
MLS Listing,,Multi-Family (2-4 Unit),2950 Telegraph Ave,Oakland,CA,94609,995000,4,3.0,Oakland,2984,3122,,72,333,,Active,,,http://www.redfin.com/CA/Oakland/2950-Telegraph-Ave-94609/home/145085969,Bridge MLS,40843238,N,Y,37.8189924,-122.2668398
MLS Listing,,Single Family Residential,3550 Seminary Ave,Oakland,CA,94605,649000,3,1.0,Alameda County,1324,4940,1940,73,490,,Active,,,http://www.redfin.com/CA/Oakland/3550-Seminary-Ave-94605/home/563096,BAREIS,21827197,N,Y,37.7791083,-122.1807912
MLS Listing,,Multi-Family (2-4 Unit),2022 E 23rd St,Oakland,CA,94606,625000,4,2.0,Alameda County,1690,5388,1900,74,370,,Active,,,http://www.redfin.com/CA/Oakland/2022-E-23rd-St-94606/home/1888386,BAREIS,21827146,N,Y,37.7924323,-122.2332819
MLS Listing,,Multi-Family (2-4 Unit),2019 E 20th,Oakland,CA,94606-4285,1280000,8,5.0,San Antonio Park,3224,3500,1905,74,397,,Active,,,http://www.redfin.com/CA/Oakland/2019-E-20th-St-94606/unit-C/home/1842844,Bridge MLS,40842711,N,Y,37.7895876,-122.2357639
MLS Listing,,Single Family Residential,9637 E St,Oakland,CA,94603,389000,3,1.0,Oakland,1097,5600,1945,74,355,,Active,,,http://www.redfin.com/CA/Oakland/9637-E-St-94603/home/587156,Bridge MLS,40842882,N,Y,37.7424782,-122.1775097
MLS Listing,,Single Family Residential,7601 Rudsdale St,Oakland,CA,94621,515000,3,2.0,East Oakland,1200,4650,1942,75,429,,Active,,,http://www.redfin.com/CA/Oakland/7601-Rudsdale-St-94621/home/581070,Bridge MLS,40842705,N,Y,37.75619,-122.187379
MLS Listing,,Vacant Land,7043 Balsam Way,Oakland,CA,94603,89000,,,Montclair,,10188,,75,,,Active,,,http://www.redfin.com/CA/Oakland/7043-Balsam-Way-94611/home/18891629,Bridge MLS,40842676,N,Y,37.8490358,-122.2089759
MLS Listing,,Multi-Family (2-4 Unit),1084 30th St,Oakland,CA,94608,849000,7,4.0,West Oakland,3200,3900,1895,76,265,,Active,,,http://www.redfin.com/CA/Oakland/1084-30th-St-94608/home/1617620,Bridge MLS,40842637,N,Y,37.8219247,-122.2803338
MLS Listing,,Single Family Residential,9429 D St,Oakland,CA,94603,544900,3,2.0,Alameda,1184,5000,1936,76,460,,Active,,,http://www.redfin.com/CA/Oakland/9429-D-St-94603/home/588645,Bridge MLS,40842629,N,Y,37.7441909,-122.1776427
MLS Listing,,Single Family Residential,,Oakland,CA,94606,519999,3,1.0,San Antonio Park,1005,2520,1908,76,517,,Active,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94606/home/532759,Bridge MLS,40842584,N,Y,37.7889486,-122.2394426
MLS Listing,,Vacant Land,Thorndale Dr,Oakland,CA,94611,350000,,,Oakland,,1920,,77,,,Active,,,http://www.redfin.com/CA/Oakland/Thorndale-Dr-94611/home/22647846,Bridge MLS,40842513,N,Y,37.84595,-122.205122
MLS Listing,,Condo/Co-op,6729 Skyview Dr,Oakland,CA,94605,1525065,4,3.5,Oakland,3161,,2018,78,482,425,Active,December-30-2018 10:00 AM,December-30-2018 05:00 PM,http://www.redfin.com/CA/Oakland/6729-Skyview-Dr-94605/home/147597199,Bridge MLS,40842442,N,Y,37.7782804,-122.1608847
MLS Listing,,Condo/Co-op,6727 Skyview Dr,Oakland,CA,94605,1150000,4,2.5,Leona Heights,2903,,2018,78,396,425,Active,December-30-2018 10:00 AM,December-30-2018 05:00 PM,http://www.redfin.com/CA/Oakland/6727-Skyview-Dr-94605/home/147597180,Bridge MLS,40842439,N,Y,37.7782804,-122.1608847
MLS Listing,,Multi-Family (2-4 Unit),2000 E 22nd St,Oakland,CA,94606-4119,699000,4,3.0,Oakland,1635,3500,1895,79,428,,Active,,,http://www.redfin.com/CA/Oakland/2000-E-22nd-St-94606/home/1543050,Bridge MLS,40842425,N,Y,37.7917619,-122.234257
MLS Listing,,Vacant Land,3589 Coolidge Ave,Oakland,CA,94602,650000,,,Oakland,,7197,,79,,,Active,,,http://www.redfin.com/CA/Oakland/3589-Coolidge-Ave-94602/home/22811606,Bridge MLS,40842390,N,Y,37.7992645,-122.2081148
MLS Listing,,Single Family Residential,637 Alamanza Dr,Oakland,CA,94603,415000,3,2.0,Alameda County,1204,,1945,79,345,,Active,,,http://www.redfin.com/CA/Oakland/637-Almanza-Dr-94603/home/1341604,BAREIS,21826750,N,Y,37.7307684,-122.1783522
MLS Listing,,Vacant Land,0 Gypsy Ln,Berkeley,CA,94705,495000,,,Berkeley,,29097,,79,,,Active,,,http://www.redfin.com/CA/Oakland/Gypsy-Ln-94705/home/50263640,Bridge MLS,40842340,N,Y,37.865952,-122.230533
MLS Listing,,Vacant Land,2521 Grande Vista Ave,Oakland,CA,94601,80000,,,Meadowbrook,,2000,,79,,,Active,,,http://www.redfin.com/CA/Oakland/2521-Grande-Vista-Ave-94601/home/143116426,Bridge MLS,40842314,N,Y,37.7913304,-122.2272119
MLS Listing,,Single Family Residential,1564 Bridge Ave,Oakland,CA,94601,439000,2,2.0,Fruitvale,904,3200,1912,79,486,,Active,,,http://www.redfin.com/CA/Oakland/1564-Bridge-Ave-94601/home/528611,Bridge MLS,40842254,N,Y,37.77787,-122.2194524
MLS Listing,,Vacant Land,Revere Ave,Oakland,CA,94603,99000,,,Oakland,,5349,,80,,,Active,,,http://www.redfin.com/CA/Oakland/Revere-Ave-94605/home/22670957,Bridge MLS,40842205,N,Y,37.735243,-122.132527
MLS Listing,,Multi-Family (2-4 Unit),515 Sycamore St,Oakland,CA,94612,1195000,6,4.0,Oakland,3165,3999,1901,80,378,,Active,,,http://www.redfin.com/CA/Oakland/515-Sycamore-St-94612/home/525514,Bridge MLS,40842106,N,Y,37.8149877,-122.2688226
MLS Listing,,Condo/Co-op,730 29th St #109,Oakland,CA,94609,425000,1,1.0,West Oakland,651,,1931,80,653,312,Active,,,http://www.redfin.com/CA/Oakland/730-29th-St-94609/unit-109/home/22963734,Bridge MLS,40842098,N,Y,37.8194563,-122.2727525
MLS Listing,,Single Family Residential,4901 Lawton Ave,Oakland,CA,94609,1799000,3,3.0,Temescal,2424,2582,2003,81,742,,Active,,,http://www.redfin.com/CA/Oakland/4901-Lawton-Ave-94609/home/124624467,Bridge MLS,40842033,N,Y,37.8352033,-122.2571408
MLS Listing,,Single Family Residential,4705 Fairfax Ave,OAKLAND,CA,94601,549000,3,1.0,OAKLAND,783,5000,1911,81,701,,Active,,,http://www.redfin.com/CA/Oakland/4705-Fairfax-Ave-94601/home/1910824,MLSListings,ML81727053,N,Y,37.7793335,-122.2045127
MLS Listing,,Condo/Co-op,2112 West St #1,Oakland,CA,94612,675000,1,1.5,West Oakland,1774,,1956,81,380,300,Active,,,http://www.redfin.com/CA/Oakland/2112-West-St-94612/unit-1/home/147528296,Bridge MLS,40841955,N,Y,37.8123284,-122.2761775
MLS Listing,,Multi-Family (2-4 Unit),5756 Market St,Oakland,CA,94608,799000,4,3.0,Oakland,2469,2160,1959,81,324,,Active,,,http://www.redfin.com/CA/Oakland/5756-Market-St-94608/home/12115874,Bridge MLS,40841953,N,Y,37.8425628,-122.2743726
MLS Listing,,Multi-Family (2-4 Unit),1150-1152 87th Ave,OAKLAND,CA,94621,699000,5,,OAKLAND,1736,5400,1922,82,403,,Active,,,http://www.redfin.com/CA/Oakland/1150-87th-Ave-94621/home/1041507,MLSListings,ML81726930,N,Y,37.749833,-122.1798156
MLS Listing,,Condo/Co-op,2112 West St #4,Oakland,CA,94612,675000,1,1.0,West Oakland,1800,,1956,82,375,300,Active,,,http://www.redfin.com/CA/Oakland/2112-West-St-94612/unit-4/home/147495879,Bridge MLS,40841756,N,Y,37.8123284,-122.2761775
MLS Listing,,Vacant Land,Oak Hill Rd,Oakland,CA,94603,175000,,,Oakland,,9878,,83,,,Active,,,http://www.redfin.com/CA/Oakland/Oak-Hill-Rd-94605/home/22679204,Bridge MLS,40841707,N,Y,37.761282,-122.143051
MLS Listing,,Vacant Land,2814 Kitchener Ct,Oakland,CA,94602,159000,,,Upper Fruitvale,,7097,,83,,,Active,,,http://www.redfin.com/CA/Oakland/2814-Kitchener-Ct-94602/home/22689894,Bridge MLS,40841704,N,Y,37.806413,-122.197701
MLS Listing,,Single Family Residential,2011 82nd Ave,Oakland,CA,95461,490000,3,1.5,Alameda County,1850,4600,1945,83,265,,Active,,,http://www.redfin.com/CA/Oakland/2011-82nd-Ave-94621/home/1881977,BAREIS,21826331,N,Y,37.7594833,-122.1720107
MLS Listing,,Single Family Residential,2016 23Rd Ave,Oakland,CA,94606,559000,3,2.5,San Antonio,1594,4393,1900,87,351,,Active,,,http://www.redfin.com/CA/Oakland/2016-23rd-Ave-94606/home/771919,Bridge MLS,40841351,N,Y,37.787842,-122.231707
MLS Listing,,Vacant Land,8156 Skyline Blvd,Oakland,CA,94611,129000,,,Oakland,,8378,,87,,,Active,,,http://www.redfin.com/CA/Oakland/8156-Skyline-Blvd-94611/home/148428712,Bridge MLS,40841346,N,Y,37.836777,-122.1857642
MLS Listing,,Vacant Land,1145 72Nd Ave,Oakland,CA,94621,199950,,,Oakland,,2500,,87,,,Active,,,http://www.redfin.com/CA/Oakland/1145-72nd-Ave-94621/home/581561,Bridge MLS,40841305,N,Y,37.7581435,-122.1905145
MLS Listing,,Single Family Residential,9112 D St,Oakland,CA,94603,568888,5,3.0,Oakland,2626,5750,1920,87,217,,Active,,,http://www.redfin.com/CA/Oakland/9112-D-St-94603/home/1831835,Bridge MLS,40841206,N,Y,37.7467152,-122.1786626
MLS Listing,,Multi-Family (2-4 Unit),474 Clifton St,Oakland,CA,94618,2100000,9,5.0,Rockridge,3260,5629,1967,88,644,,Active,,,http://www.redfin.com/CA/Oakland/474-Clifton-St-94618/home/1570738,Bridge MLS,40841162,N,Y,37.8408532,-122.2577894
MLS Listing,,Single Family Residential,3113 Linden St,Oakland,CA,94608,995000,3,2.0,West Oakland,982,6600,1893,88,1013,,Active,,,http://www.redfin.com/CA/Oakland/3113-Linden-St-94608/home/1799711,Bridge MLS,40841140,N,Y,37.8227613,-122.2793231
MLS Listing,,Multi-Family (5+ Unit),,Oakland,CA,94610,1550000,9,7.5,Oakland,3752,4900,1926,88,413,,Active,,,http://www.redfin.com/CA/Oakland/Undisclosed-address-94610/home/2000340,Bridge MLS,40841132,N,Y,37.8071385,-122.2425892
MLS Listing,,Multi-Family (2-4 Unit),3117 Minna Ave,Oakland,CA,94619,539000,5,3.0,Allendale,1955,4133,1924,88,276,,Active,,,http://www.redfin.com/CA/Oakland/3117-Minna-Ave-94619/home/1496788,Bridge MLS,40841110,N,Y,37.7871289,-122.2018083
MLS Listing,,Multi-Family (2-4 Unit),2460 Park Blvd,Oakland,CA,94606,1100000,6,6.0,Oakland,4104,5275,1952,88,268,,Active,,,http://www.redfin.com/CA/Oakland/2460-Park-Blvd-94606/home/1563424,Bridge MLS,40841094,N,Y,37.8020108,-122.2425449
MLS Listing,,Vacant Land,6060 GRIZZLY PEAK Blvd,Oakland,CA,94611,995000,,,Montclair Hills,,39102,,88,,,Active,,,http://www.redfin.com/CA/Oakland/6060-Grizzly-Peak-Blvd-94611/home/21635628,Bridge MLS,40841040,N,Y,37.852055,-122.209254
MLS Listing,,Multi-Family (2-4 Unit),2826 Havenscourt,Oakland,CA,94605,788000,4,2.0,Oakland,2992,3800,1928,89,263,,Active,,,http://www.redfin.com/CA/Oakland/2826-Havenscourt-Blvd-94605/home/146450553,Bridge MLS,40840938,N,Y,37.7701266,-122.1816337
MLS Listing,,Single Family Residential,1505 Mitchell St,Oakland,CA,94601,529000,3,2.0,Fruitvale,1506,2490,1920,90,351,,Active,,,http://www.redfin.com/CA/Oakland/1505-Mitchell-St-94601/home/2044756,Bridge MLS,40840791,N,Y,37.7813084,-122.2300463
MLS Listing,,Single Family Residential,2456 89th Ave,Oakland,CA,94605,550000,2,1.0,E Oakland,1022,4800,1941,91,538,,Active,,,http://www.redfin.com/CA/Oakland/2456-89th-Ave-94605/home/1458727,Bridge MLS,40840699,N,Y,37.7560688,-122.1620319
MLS Listing,,Single Family Residential,659 Cary Ave,Oakland,CA,94603,380000,1,1.0,Oakland,744,2496,1955,92,511,,Active,,,http://www.redfin.com/CA/Oakland/659-Cary-Ave-94603/home/591876,Bridge MLS,40840667,N,Y,37.7335486,-122.180126
